sigma,loss,loss_std,model
7.71678,0.0035131989056768,0.0006984163557212,Noise_0.2
6.99343,0.0036476343162024,0.0006864154453963,Noise_0.2
6.27007,0.003666992439502,0.0006413777401076,Noise_0.2
5.54672,0.0034977440776362,0.0005537069250464,Noise_0.2
4.82336,0.0030614011438571,0.0004221187111995,Noise_0.2
4.1,0.0023269121081056,0.0002656771104983,Noise_0.2
3.37665,0.0014073236744259,0.0001274736121148,Noise_0.2
9.88685,0.0031078124603329,0.0006268604190076,Noise_0.3
9.16349,0.0034049147158123,0.0006585305146273,Noise_0.3
8.44014,0.0037144307731691,0.0006821455006509,Noise_0.3
7.71678,0.0040171251735899,0.0006915097623667,Noise_0.3
6.99343,0.0042763384704248,0.0006780938286628,Noise_0.3
6.27007,0.0044280691219755,0.0006316102559733,Noise_0.3
5.54672,0.0043715483017086,0.0005430465926709,Noise_0.3
4.82336,0.0039747767502806,0.0004123817047822,Noise_0.3
4.1,0.0031326076629861,0.0002601598075032,Noise_0.3
3.37665,0.0019249386431665,0.0001280265921765,Noise_0.3
9.88685,0.0034105837809539,0.0006037589857076,Noise_0.4
9.16349,0.0037889603088194,0.0006334831430739,Noise_0.4
8.44014,0.0041994691566538,0.0006551457059897,Noise_0.4
7.71678,0.0046241602033368,0.0006627307160642,Noise_0.4
6.99343,0.0050229142678704,0.0006480608835489,Noise_0.4
6.27007,0.005317433907514,0.0006015121887008,Noise_0.4
5.54672,0.0053718909598596,0.0005152297492927,Noise_0.4
4.82336,0.0049889143566712,0.0003907895827053,Noise_0.4
4.1,0.0039806319564871,0.000249216464234,Noise_0.4
3.37665,0.002413475740840683,0.00012706927980528883,Noise_0.4
